ID_Master_Node	Definition	Infras_Type	Power_Use	Node_Type	MinGX	MinGY		
5766	Industry	TER	300	2	33672237	24668437		
5767	Industry	TER	300	2	34039710	25283581		
5768	Industry	TER	300	2	33925741	24997020		
5769	Industry	TER	300	2	34486735	25154889		
5770	Industry	TER	300	2	34549774	25259998		
6001	Power_Node	Power	0	1	33168283	25065162		
6002	Power_Node	Power	0	1	33558705	25095484		
6003	Power_Node	Power	0	1	34084729	25273909		
6004	Power_Node	Power	0	1	34691230	25342736		
6005	Power_Node	Power	0	1	34969435	25192327		
6006	Power_Node	Power	0	1	33516821	24707486		
6007	Power_Node	Power	0	1	34366470	24707803		
6008	Power_Node	Power	0	1	34768392	24773877		
6009	Power_Node	Power	0	1	34020963	24722817		
6010	Power_Node	Power	0	1	34516883	25176050		
6011	Power_Node	Power	0	1	34439751	25325238		
6012	Power_Node	Power	0	1	34135293	25132672		
6013	Power_Node	Power	0	1	34250041	25303042		
6014	Power_Node	Power	0	1	33370438	24625472		
6015	Power_Node	Power	0	1	33679677	24643588		
6016	Power_Node	Power	0	1	34109116	24793354		
6017	Power_Node	Power	0	1	34317805	24862164		
6018	Power_Node	Power	0	1	34467566	24818364		
6019	Power_Node	Power	0	1	33891357	24757431		
6020	Power_Node	Power	0	1	33810826	24902220		
6021	Power_Node	Power	0	1	33792619	25000411		
6022	Power_Node	Power	0	1	33918589	25087355		
6023	Power_Node	Power	0	1	33251135	24922829		
6024	Power_Node	Power	0	1	35274870	25344738		
6025	Power_Node	Power	0	1	35218332	24952740		
6026	Power_Node	Power	0	1	34881895	25032808		
6500	External_Demand	Power	500	2	33490936	25477134		
6501	External_Demand	Power	600	2	34226891	25651012		
6502	External_Demand	Power	700	2	35232028	25488518		
7001	Water_Node	Water	0	1	34122026	24901785		
7002	Water_Node	Water	0	1	35317452	25099807		
7003	Water_Node	Water	0	1	33118549	24495114		
7004	Water_Node	Water	0	1	33175940	24430720		
7005	Water_Node	Water	0	1	33065518	24550938		
7006	Water_Node	Water	0	1	33091425	24425094		
7007	Water_Node	Water	0	1	34027509	25098137		
7008	Water_Node	Water	0	1	33987932	25011327		
7009	Water_Node	Water	0	1	33966522	24885209		
7010	Water_Node	Water	0	1	33999806	24856397		
7011	Water_Node	Water	0	1	33901069	24864399		
7012	Water_Node	Water	0	1	33944495	25073831		
7013	Water_Node	Water	0	1	34134646	24683365		
7014	Water_Node	Water	0	1	33991229	24629744		
7015	Water_Node	Water	0	1	33934104	24677357		
7016	Water_Node	Water	0	1	33939099	24612525		
7017	Water_Node	Water	0	1	34087493	24746049		
7018	Water_Node	Water	0	1	34076510	24830709		
7019	Water_Node	Water	0	1	34103280	25299996		
7020	Water_Node	Water	0	1	34026046	25291614		
7021	Water_Node	Water	0	1	34228056	25310337		
7022	Water_Node	Water	0	1	34233234	25067137		
7023	Water_Node	Water	0	1	34601074	25164438		
7024	Water_Node	Water	0	1	34548566	25329085		
7025	Water_Node	Water	0	1	34672962	25358393		
7026	Water_Node	Water	0	1	34824406	25295410		
7027	Water_Node	Water	0	1	34877342	25366730		
7028	Water_Node	Water	0	1	35088647	25342887		
7029	Water_Node	Water	0	1	35166844	25345737		
7030	Water_Node	Water	0	1	35202545	25392131		
7031	Water_Node	Water	0	1	35295182	25234676		
7032	Water_Node	Water	0	1	35388064	25201085		
7033	Water_Node	Water	0	1	35379587	25276301		
7034	Water_Node	Water	0	1	35384256	25071533		
7035	Water_Node	Water	0	1	35291462	25349707		
7036	Water_Node	Water	0	1	35319586	24912893		
7037	Water_Node	Water	0	1	35242752	24863820		
7038	Water_Node	Water	0	1	35135776	24835271		
7039	Water_Node	Water	0	1	35203260	24925335		
7040	Water_Node	Water	0	1	35023602	24799556		
7041	Water_Node	Water	0	1	33374320	25094926		
7042	Water_Node	Water	0	1	33396652	24962704		
7043	Water_Node	Water	0	1	33582317	24922816		
7044	Water_Node	Water	0	1	33356683	24908980		
7045	Water_Node	Water	0	1	33489790	24651550		
7046	Water_Node	Water	0	1	33559298	24747998		
7047	Water_Node	Water	0	1	34352249	25025207		
7048	Water_Node	Water	0	1	34856093	24847113		
7049	Water_Node	Water	0	1	34752332	24989288		
7050	Water_Node	Water	0	1	34726564	24752491		
7051	Water_Node	Water	0	1	35022061	25216493		
7052	Water_Node	Water	0	1	35185943	25182546		
7053	Water_Node	Water	0	1	33363894	25257402		
7054	Water_Node	Water	0	1	33526034	25283243		
7055	Water_Node	Water	0	1	33654193	25338295		
7056	Water_Node	Water	0	1	33635543	25226029		
7057	Water_Node	Water	0	1	33880640	25337385		
7058	Water_Node	Water	0	1	33897473	25196133		
7059	Water_Node	Water	0	1	33501531	25052236		
7060	Water_Node	Water	0	1	33568066	25115969		
7061	Water_Node	Water	0	1	33655515	25057254		
7062	Water_Node	Water	0	1	33698545	24877147		
7063	Water_Node	Water	0	1	33955170	25012152		
7064	Water_Node	Water	0	1	33942801	25022507		
7065	Water_Node	Water	0	1	33948720	24996219		
7066	Water_Node	Water	0	1	33927775	24954503		
7067	Water_Node	Water	0	1	33926264	24976069		
7068	Water_Node	Water	0	1	33933435	25002500		
7069	Water_Node	Water	0	1	33931492	25030228		
7070	Water_Node	Water	0	1	33912023	24971588		
7071	Water_Node	Water	0	1	33922591	24999418		
7072	Water_Node	Water	0	1	33940684	24998751		
7073	Water_Node	Water	0	1	33941683	24984502		
7074	Water_Node	Water	0	1	33368104	24475562		
7075	Water_Node	Water	0	1	33437187	24443269		
7076	Water_Node	Water	0	1	34148697	25064029		
7077	Water_Node	Water	0	1	34594109	25028411		
7078	Water_Node	Water	0	1	34509262	24996279		
7079	Water_Node	Water	0	1	34517367	24839104		
7080	Water_Node	Water	0	1	35392482	25030453		
7081	Water_Node	Water	0	1	34068024	24971815		
7082	Water_Node	Water	0	1	34015493	24964698		
7083	Water_Node	Water	0	1	33929315	24802877		
7084	Water_Node	Water	0	1	33879870	24775544		
7085	Water_Node	Water	0	1	33916494	24729218		
7086	Water_Node	Water	0	1	34170040	24848282		
7087	Water_Node	Water	0	1	33151438	25033882		
7088	Water_Node	Water	0	1	33134668	24900890		
7089	Water_Node	Water	0	1	33227580	24650209		
7090	Water_Node	Water	0	1	33120906	24735149		
7091	Water_Node	Water	0	1	33221052	24798675		
7092	Water_Node	Water	0	1	33225178	24545483		
7093	Water_Node	Water	0	1	33364036	24429807		
7094	Water_Node	Water	0	1	33957210	24746849		
7095	Water_Node	Water	0	1	33916225	24904287		
7096	Water_Node	Water	0	1	34167594	24546685		
7097	Water_Node	Water	0	1	34179851	24398779		
7098	Water_Node	Water	0	1	34143296	24367370		
7099	Water_Node	Water	0	1	34065795	24333078		
7100	Water_Node	Water	0	1	33467680	25154612		
7101	Water_Node	Water	0	1	33624562	25151238		
7102	Water_Node	Water	0	1	33870007	25135213		
7103	Water_Node	Water	0	1	33227295	25067736		
7104	Water_Node	Water	0	1	33234043	24980861		
7105	Water_Node	Water	0	1	33298145	24872055		
7106	Water_Node	Water	0	1	33322606	24750598		
7107	Water_Node	Water	0	1	33590824	24606367		
7108	Water_Node	Water	0	1	33875068	24699147		
7109	Water_Node	Water	0	1	34276552	25222088		
7110	Water_Node	Water	0	1	34842510	25168951		
8001	Well_Site	Water	30	0	33983114	25216346		
8002	Well_Site	Water	30	0	34055872	24819762		
8003	Well_Site	Water	30	0	34102320	24840909		
8004	Well_Site	Water	30	0	34135170	24641305		
8005	Well_Site	Water	30	0	34306793	24712553		
8006	Well_Site	Water	30	0	33972004	24681833		
8007	Well_Site	Water	30	0	34018287	25323904		
8008	Well_Site	Water	30	0	33918489	24666964		
8009	Well_Site	Water	30	0	34188860	25268133		
8010	Well_Site	Water	30	0	35177347	25397301		
8011	Well_Site	Water	30	0	34318425	25147331		
8012	Well_Site	Water	30	0	33538533	24789884		
8013	Well_Site	Water	30	0	34709076	25323580		
8014	Well_Site	Water	30	0	34510473	25350410		
8015	Well_Site	Water	30	0	33960985	24591385		
8016	Well_Site	Water	30	0	34032819	25017081		
8017	Well_Site	Water	30	0	33391533	24742518		
8018	Well_Site	Water	30	0	33191782	24423484		
8019	Well_Site	Water	30	0	33146036	24387465		
8020	Well_Site	Water	30	0	33096596	24388065		
8021	Well_Site	Water	30	0	33077259	24474597		
8022	Well_Site	Water	30	0	34037682	24737707		
8023	Well_Site	Water	30	0	33183509	24477434		
8024	Well_Site	Water	30	0	34204979	24994196		
8025	Well_Site	Water	30	0	33935787	25097385		
8026	Well_Site	Water	30	0	33944707	24964270		
8027	Well_Site	Water	30	0	34025689	24905038		
8028	Well_Site	Water	30	0	33874421	24858916		
8029	Well_Site	Water	30	0	33970522	24810601		
8030	Well_Site	Water	30	0	34041364	24609020		
8031	Well_Site	Water	30	0	33057844	24605334		
8032	Well_Site	Water	30	0	33590466	24997116		
8033	Well_Site	Water	30	0	35174921	24892088		
8034	Well_Site	Water	30	0	35123781	24804779		
8035	Well_Site	Water	30	0	34775791	25248315		
8036	Well_Site	Water	30	0	35333405	24888901		
8037	Well_Site	Water	30	0	34269212	25324958		
8038	Well_Site	Water	30	0	35229379	24950072		
8039	Well_Site	Water	30	0	34369917	24933542		
8040	Well_Site	Water	30	0	35275142	24843507		
8041	Well_Site	Water	30	0	33564437	24839855		
8042	Well_Site	Water	30	0	33386098	24858834		
8043	Well_Site	Water	30	0	33314265	24962688		
8044	Well_Site	Water	30	0	33440211	25096479		
8045	Well_Site	Water	30	0	33524513	24648824		
8046	Well_Site	Water	30	0	33603612	24745092		
8047	Well_Site	Water	30	0	34997025	24818818		
8048	Well_Site	Water	30	0	34934196	25396610		
8049	Well_Site	Water	30	0	34638933	25201936		
8050	Well_Site	Water	30	0	35293676	24930656		
8051	Well_Site	Water	30	0	34525862	25138579		
8052	Well_Site	Water	30	0	35363703	25169842		
8053	Well_Site	Water	30	0	34952595	25339094		
8054	Well_Site	Water	30	0	35089764	25365928		
8055	Well_Site	Water	30	0	35208976	25361833		
8056	Well_Site	Water	30	0	35311128	25357878		
8057	Well_Site	Water	30	0	35353481	25270245		
8058	Well_Site	Water	30	0	35402630	25243022		
8059	Well_Site	Water	30	0	35363055	25056245		
8060	Well_Site	Water	30	0	35406245	25100831		
8061	Well_Site	Water	30	0	35308638	25206628		
8062	Well_Site	Water	30	0	35299300	25302602		
8063	Well_Site	Water	30	0	34617691	25118964		
8064	Well_Site	Water	30	0	34903394	25254000		
8501	Water_Treatment_Plant	Water	120	0	35337221	24945637		
8502	Water_Treatment_Plant	Water	120	0	35271039	25238997		
8503	Water_Treatment_Plant	Water	120	0	35066955	25327403		
8504	Water_Treatment_Plant	Water	120	0	34566527	25274190		
8505	Water_Treatment_Plant	Water	120	0	34052487	25136782		
8506	Water_Treatment_Plant	Water	120	0	34129030	24713387		
8507	Water_Treatment_Plant	Water	120	0	33220531	25189695		
8508	Water_Treatment_Plant	Water	120	0	33310484	24541035		
8509	Water_Treatment_Plant	Water	120	0	33114025	24524916		
